"entity","count05","count06","count07","count08","count09","count10","count11","count12","count13.x","count14.x","count15.x","count16.x","count17.x","count18.x","count.x","count20.x","count13.y","count14.y","count15.y","count16.y","count17.y","count18.y","count.y","count20.y","count21","count22","count23","count24","count25"
"Mongolian",0,0,0,0,0,0,0,5,0,10,0,0,2,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0
"Mexican",0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
"Seoul",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Russians",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UAE",0,0,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"CPC National Congress",0,0,0,0,0,0,0,4,0,0,0,8,7,0,0,0,0,0,0,8,7,0,0,0,2,10,7,3,0
"TPP",0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"America",0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,6,0,2,0,0
"CPPCC",0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASEF",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pan-Asian",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ningxia",0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Syrian",0,0,0,0,0,0,0,4,24,44,20,11,3,2,6,11,24,44,20,11,3,2,6,11,2,0,0,3,0
"Ethiopian",0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Reforma",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hillary Clinton",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xi Jinpings",0,0,0,0,0,0,0,4,8,10,0,4,28,0,7,3,8,10,0,4,28,0,7,3,5,11,8,7,0
"Li Keqiang",0,0,0,0,0,0,0,4,8,30,62,6,5,8,4,4,8,30,62,6,5,8,4,4,3,4,0,0,0
"the Hanover Industrial Fair",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central and",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cambodian",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"the Assembly of the African Union",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the G Los Cabos Summit",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the European Central Bank",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HE Xi Jinping",0,0,0,0,0,0,0,3,8,10,14,3,2,0,8,10,8,10,14,3,2,0,8,10,11,13,13,11,10
"Jose Manuel Barroso",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the China-EU Summit",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HE Li Keqiang",0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0
"Yinchuan",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hun Sen",0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0
"China-Africa Local Government Cooperation",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Asia-Pacific",0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,3,4,5,0,0,0,0,0,3,3,7,0,0,0
"the United Nations Charter",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"the Council of Heads",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEE",0,0,0,0,0,0,0,0,99,0,29,0,41,0,0,0,99,0,29,0,41,0,0,0,0,0,0,0,0
"Pacific island",0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0
"Thai",0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,17,0,0,0,0,0,2,0,0,0,0,0,0
"Trinidad",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"Tobago",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"the Party Central Committee",0,0,0,0,0,0,0,0,11,0,0,6,0,0,2,0,11,0,0,6,0,0,2,0,2,9,0,6,1
"Wang Yi",0,0,0,0,0,0,0,0,10,72,31,29,4,26,0,50,10,72,31,29,4,26,0,50,18,13,17,7,0
"Costa Rica",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"South China Sea",0,0,0,0,0,0,0,0,8,6,7,48,5,3,4,0,8,6,7,48,5,3,4,0,2,11,0,0,0
"California",0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0
"the Regional Comprehensive Economic Partnership",0,0,0,0,0,0,0,0,5,0,0,0,5,3,6,9,5,0,0,0,5,3,6,9,8,10,3,4,0
"the Chinese Foreign Ministry",0,0,0,0,0,0,0,0,5,0,5,0,0,2,0,0,5,0,5,0,0,2,0,0,0,0,0,0,0
"the National Assembly",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Lin Bing",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"the Brookings Institution",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Almaty",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"the Organization of African Unity",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"non-Asian",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Party Congress",0,0,0,0,0,0,0,0,4,0,0,0,10,13,0,0,4,0,0,0,10,13,0,0,0,0,0,0,0
"Bucharest",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Pacific Ocean",0,0,0,0,0,0,0,0,4,3,0,0,0,2,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0
"Bangkok",0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,4,0,0,0
"COC",0,0,0,0,0,0,0,0,4,0,5,4,16,3,19,0,4,0,5,4,16,3,19,0,2,9,0,0,0
"Nazarbayev University",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Xian",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Wang Yang",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"CAFTA",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Durban",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Pea",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Swiss",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"The Third Plenum of",0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
"the China-EU",0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,6,0,0,0,0,0,2,0,0,0,0
"Strategic Agenda for Cooperation",0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
"Guangdong",0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0
"Confucius Institutes",0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0
"the Yangtze River",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"OPCW",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Jinping",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"the Republic of the Congo",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"The Party Central Committee",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Zurich",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Keynote Speech",0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,3,0,0,0,2,0,3,0,6,4,7,3,3
"Hainan",0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,4,3,0
"Moscow State Institute of International Relations",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"RTR",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ETV",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Press Trust of India",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Valor Economico",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Xinhua News Agency",0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,3,0,0,0,0,2,0,3,0,0,0,0,0
"Diplomatic Envoys",0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"Annenberg Estate",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Central Committee",0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,2,4,0,0,0,0,2,0,0,0,0,6,3
"the Ministry of Foreign Affairs",0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2
"HE Wang Yi",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,2,8,0
"Dear Friends Ladies and Gentlemen",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"the Political Bureau",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
"Venezuela",0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,20,0,0,0,0,4,0,0,0,0,0,0
"Argentina",0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0
"Ukraine",0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,12,20,0,0,0,0,0,0,25,21,38,2
"UNESCO",0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,12,0,0,0,0,2,0,0,0,0,0,1
"Al Jazeera",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"ADIZ",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"Silk Road",0,0,0,0,0,0,0,0,0,9,4,3,6,2,0,5,0,9,4,3,6,2,0,5,7,0,6,4,0
"the Silk Road Economic Belt",0,0,0,0,0,0,0,0,0,9,15,6,3,0,0,0,0,9,15,6,3,0,0,0,0,0,0,0,0
"the Asian Infrastructure Investment Bank",0,0,0,0,0,0,0,0,0,8,17,10,3,0,0,0,0,8,17,10,3,0,0,0,0,0,0,0,0
"Belt",0,0,0,0,0,0,0,0,0,6,4,0,6,7,34,17,0,6,4,0,6,7,34,17,13,3,14,4,2
"Tasmania",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"the Istanbul Process",0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0
"FAO",0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,0,0,0,0
"Hamburg",0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0
"the Far East",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"World Bank",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0
"Elbegdorj",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Algeria",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Abe",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Shrine",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"the Silk Road Fund",0,0,0,0,0,0,0,0,0,4,14,5,3,0,0,0,0,4,14,5,3,0,0,0,0,0,2,0,0
"Thein Sein",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"the BRICS Summit",0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,4,0,0,0,2,2,0,0,4,4,0,0
"the China-CELAC Forum",0,0,0,0,0,0,0,0,0,4,23,0,2,10,0,0,0,4,23,0,2,10,0,0,0,0,0,0,3
"Rousseff",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Modi",0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0
"Fortaleza",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Samaras",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Piraeus",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"the College of Europe",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Europeans",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Nanjing",0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0
"Rabe",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Norbert",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"the International Military Tribunal",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"the APEC Blueprint on Connectivity",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Tony Abbott",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Australians",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Mackerras",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Ashraf Ghani",0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
"Asia-Pacifics",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Milan",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Ukrainian",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"IGAD",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"WHO",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,0,3,0,0,0,0,0,20,9,0,0,0,0
"Sierra Leone",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Enkhbold",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Narendra Modi",0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"Raul Castro",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Malaysia Airlines",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Maduro",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"HE Li",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"CPE",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"U Thein Sein",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"AIIB",0,0,0,0,0,0,0,0,0,0,35,7,2,0,0,23,0,0,35,7,2,0,0,23,0,0,0,0,2
"Tazara",0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
"Vietnamese",0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,16,0,12
"Zimbabwe",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"Arctic",0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,20,0,0,0,5,0,0,0,0,0,0
"Barber",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"Paris",0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,3,0,0,15,3,0,0,0,3,0,0,0,5,0
"OECD",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"the Maritime Silk Road",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"Seattle",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0
"Zuma",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Singaporean",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Hangzhou",0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0,7,31,0,0,0,0,0,0,4,2,0
"the Gulf of Aden",0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
"Suzhou",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Ho Chi Minh",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0
"Park Geun-hye",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Cyberspace",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"the China-Africa",0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,6,3,0,0,0,4,0,0,2,0,0
"Mugabe",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Africans",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,2,0
"Zimbabwean",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"CCTV",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Yemen",0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,5,3,0,0,0,6,0,0,0,0,0
"Ghani",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Johannesburg",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0
"Hollande",0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
"Antalya",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"CPV",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Li Yuanchao",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Co-Chairs",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"BIT",0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0
"the European Commission",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Pakistanis",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Premier",0,0,0,0,0,0,0,0,0,0,5,0,10,13,0,0,0,0,5,0,10,13,0,0,0,5,0,0,0
"the Maritime Silk Road of",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Zhejiang",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"the Eurasian Economic Union",0,0,0,0,0,0,0,0,0,0,4,2,0,0,10,0,0,0,4,2,0,0,10,0,0,0,0,0,1
"Asia-Africa",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Baltic",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"the African Standby Force",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"the G Hangzhou Summit",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
"the Hangzhou Summit",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"Mekong",0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,16,0,0,0,19,0,2,0,16,0,0,0,0,0
"Philippine",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0
"Lancang",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"The Hangzhou Summit",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"Nansha Islands",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"Czech",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"Lancang-Mekong",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,9,0,0,0,5,0,2,0,0,0
"LMC",0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,8,0,0,0,9,4,0,0,8,0,0,0,0,0
"MFA",0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0
"the Arbitral Tribunal",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"the Czech Republic",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"China-Saudi Arabia",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"JCCT",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"UNCLOS",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"HEU",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Mekong River",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"the Foreign Ministry",0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0
"Lew",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Sherpa",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"G Summit",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Agenda",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0
